Id,ItemId,LocalLanguageId,Name
4306,437,1,ひきかえけん１
4307,437,3,교환권1
4308,437,4,兌換券１
4309,437,5,Bon 1
4310,437,6,Kupon 1
4311,437,7,Cupón 1
4312,437,8,Coupon 1
4313,437,9,Coupon 1
4314,437,11,ひきかえけん１
4315,437,12,兑换券１
4316,438,1,ひきかえけん２
4317,438,3,교환권2
4318,438,4,兌換券２
4319,438,5,Bon 2
4320,438,6,Kupon 2
4321,438,7,Cupón 2
4322,438,8,Coupon 2
4323,438,9,Coupon 2
4324,438,11,ひきかえけん２
4325,438,12,兑换券２
4326,439,1,ひきかえけん３
4327,439,3,교환권3
4328,439,4,兌換券３
4329,439,5,Bon 3
4330,439,6,Kupon 3
4331,439,7,Cupón 3
4332,439,8,Coupon 3
4333,439,9,Coupon 3
4334,439,11,ひきかえけん３
4335,439,12,兑换券３
4336,440,1,そうこのカギ
4337,440,3,창고열쇠
4338,440,4,倉庫鑰匙
4339,440,5,Clé Stockage
4340,440,6,Lagerschlüssel
4341,440,7,Llave Almacén
4342,440,8,Depochiave
4343,440,9,Storage Key
4344,440,11,そうこのカギ
4345,440,12,仓库钥匙
4346,441,1,ひでんのくすり
4347,441,3,비전신약
4348,441,4,秘傳之藥
4349,441,5,Potion Secrète
4350,441,6,Geheimtrank
4351,441,7,Poción Secreta
4352,441,8,Pozione Segreta
4353,441,9,Secret Potion
4354,441,11,ひでんのくすり
4355,441,12,秘传之药
4356,442,1,はっきんだま
4357,442,3,백금옥
4358,442,4,白金寶珠
4359,442,5,Orbe Platiné
4360,442,6,Platinum-Orb
4361,442,7,Griseosfera
4362,442,8,Grigiosfera
4363,442,9,Griseous Orb
4364,442,11,はっきんだま
4365,442,12,白金宝珠
4366,443,1,バトルレコーダー
4367,443,3,배틀레코더
4368,443,4,對戰記錄器
4369,443,5,Magnéto VS
4370,443,6,Kampfkamera
4371,443,7,Cámara Lucha
4372,443,8,Registradati
4373,443,9,Vs. Recorder
4374,443,11,バトルレコーダー
4375,443,12,对战记录器
4376,444,1,グラシデアのはな
4377,444,3,그라시데아꽃
4378,444,4,葛拉西蒂亞花
4379,444,5,Gracidée
4380,444,6,Gracidea
4381,444,7,Gracídea
4382,444,8,Gracidea
4383,444,9,Gracidea
4384,444,11,グラシデアのはな
4385,444,12,葛拉西蒂亚花
4386,445,1,ひみつのカギ
4387,445,3,비밀의열쇠
4388,445,4,秘密鑰匙
4389,445,5,Clé Secrète
4390,445,6,Geheimschlüssel
4391,445,7,Llave Secreta
4392,445,8,Chiave segreta
4393,445,9,Secret Key
4394,445,11,ひみつのカギ
4395,445,12,秘密钥匙
4396,446,1,ぼんぐりケース
4397,446,3,규토리케이스
4398,446,4,球果盒
4399,446,5,Boîte Noigrume
4400,446,6,Aprikokobox
4401,446,7,Caja Bonguri
4402,446,8,Ghicobox
4403,446,9,Apricorn Box
4404,446,11,ぼんぐりケース
4405,446,12,球果盒
4406,447,1,きのみプランター
4407,447,3,나무열매플랜터
4408,447,4,樹果種植盆
4409,447,5,Plante-Baies
4410,447,6,Pflanzset
4411,447,7,Plantabayas
4412,447,8,Piantabacche
4413,447,9,Berry Pots
4414,447,11,きのみプランター
4415,447,12,树果种植盆
4416,448,1,ゼニガメじょうろ
4417,448,3,꼬부기물뿌리개
4418,448,4,傑尼龜噴壺
4419,448,5,Carapuce à O
4420,448,6,Schiggykanne
4421,448,7,Regadera
4422,448,8,Annaffiatoio
4423,448,9,Squirt Bottle
4424,448,11,ゼニガメじょうろ
4425,448,12,杰尼龟喷壶
4426,449,1,ルアーボール
4427,449,3,루어볼
4428,449,4,誘餌球
4429,449,5,Appât Ball
4430,449,6,Köderball
4431,449,7,Cebo Ball
4432,449,8,Esca Ball
4433,449,9,Lure Ball
4434,449,11,ルアーボール
4435,449,12,诱饵球
4436,450,1,レベルボール
4437,450,3,레벨볼
4438,450,4,等級球
4439,450,5,Niveau Ball
4440,450,6,Levelball
4441,450,7,Nivel Ball
4442,450,8,Level Ball
4443,450,9,Level Ball
4444,450,11,レベルボール
4445,450,12,等级球
4446,451,1,ムーンボール
4447,451,3,문볼
4448,451,4,月亮球
4449,451,5,Lune Ball
4450,451,6,Mondball
4451,451,7,Luna Ball
4452,451,8,Luna Ball
4453,451,9,Moon Ball
4454,451,11,ムーンボール
4455,451,12,月亮球
4456,452,1,ヘビーボール
4457,452,3,헤비볼
4458,452,4,沉重球
4459,452,5,Masse Ball
4460,452,6,Schwerball
4461,452,7,Peso Ball
4462,452,8,Peso Ball
4463,452,9,Heavy Ball
4464,452,11,ヘビーボール
4465,452,12,沉重球
4466,453,1,スピードボール
4467,453,3,스피드볼
4468,453,4,速度球
4469,453,5,Speed Ball
4470,453,6,Turboball
4471,453,7,Rapid Ball
4472,453,8,Rapid Ball
4473,453,9,Fast Ball
4474,453,11,スピードボール
4475,453,12,速度球
4476,454,1,フレンドボール
4477,454,3,프렌드볼
4478,454,4,友友球
4479,454,5,Copain Ball
4480,454,6,Freundesball
4481,454,7,Amigo Ball
4482,454,8,Friend Ball
4483,454,9,Friend Ball
4484,454,11,フレンドボール
4485,454,12,友友球
4486,455,1,ラブラブボール
4487,455,3,러브러브볼
4488,455,4,甜蜜球
4489,455,5,Love Ball
4490,455,6,Sympaball
4491,455,7,Amor Ball
4492,455,8,Love Ball
4493,455,9,Love Ball
4494,455,11,ラブラブボール
4495,455,12,甜蜜球
4496,456,1,パークボール
4497,456,3,파크볼
4498,456,4,公園球
4499,456,5,Parc Ball
4500,456,6,Parkball
4501,456,7,Parque Ball
4502,456,8,Parco Ball
4503,456,9,Park Ball
4504,456,11,パークボール
4505,456,12,公园球
4506,457,1,コンペボール
4507,457,3,콤페볼
4508,457,4,競賽球
4509,457,5,Compét’Ball
4510,457,6,Turnierball
4511,457,7,Competi Ball
4512,457,8,Gara Ball
4513,457,9,Sport Ball
4514,457,11,コンペボール
4515,457,12,竞赛球
4516,458,1,あかぼんぐり
4517,458,3,빨간규토리
4518,458,4,紅球果
4519,458,5,Noigrume Rouge
4520,458,6,Aprikoko Rot
4521,458,7,Bonguri Rojo
4522,458,8,Ghicocca Rossa
4523,458,9,Red Apricorn
4524,458,11,あかぼんぐり
4525,458,12,红球果
4526,459,1,あおぼんぐり
4527,459,3,파란규토리
4528,459,4,藍球果
4529,459,5,Noigrume Bleu
4530,459,6,Aprikoko Blau
4531,459,7,Bonguri Azul
4532,459,8,Ghicocca Blu
4533,459,9,Blue Apricorn
4534,459,11,あおぼんぐり
4535,459,12,蓝球果
4536,460,1,きぼんぐり
4537,460,3,노랑규토리
4538,460,4,黃球果
4539,460,5,Noigrume Jaune
4540,460,6,Aprikoko Gelb
4541,460,7,Bonguri Amarillo
4542,460,8,Ghicocca Gialla
4543,460,9,Yellow Apricorn
4544,460,11,きぼんぐり
4545,460,12,黄球果
4546,461,1,みどぼんぐり
4547,461,3,초록규토리
4548,461,4,綠球果
4549,461,5,Noigrume Vert
4550,461,6,Aprikoko Grün
4551,461,7,Bonguri Verde
4552,461,8,Ghicocca Verde
4553,461,9,Green Apricorn
4554,461,11,みどぼんぐり
4555,461,12,绿球果
4556,462,1,ももぼんぐり
4557,462,3,담홍규토리
4558,462,4,粉球果
4559,462,5,Noigrume Rose
4560,462,6,Aprikoko Pink
4561,462,7,Bonguri Rosa
4562,462,8,Ghicocca Rosa
4563,462,9,Pink Apricorn
4564,462,11,ももぼんぐり
4565,462,12,粉球果
4566,463,1,しろぼんぐり
4567,463,3,하얀규토리
4568,463,4,白球果
4569,463,5,Noigrume Blanc
4570,463,6,Aprikoko Weiß
4571,463,7,Bonguri Blanco
4572,463,8,Ghicocca Bianca
4573,463,9,White Apricorn
4574,463,11,しろぼんぐり
4575,463,12,白球果
4576,464,1,くろぼんぐり
4577,464,3,검은규토리
4578,464,4,黑球果
4579,464,5,Noigrume Noir
4580,464,6,Aprikoko Schwarz
4581,464,7,Bonguri Negro
4582,464,8,Ghicocca Nera
4583,464,9,Black Apricorn
4584,464,11,くろぼんぐり
4585,464,12,黑球果
4586,465,1,ダウジングマシン
4587,465,3,다우징머신
4588,465,4,探寶器
4589,465,5,Cherch’Objet
4590,465,6,Itemradar
4591,465,7,Zahorí
4592,465,8,Ricerca strum.
4593,465,9,Dowsing Machine
4594,465,11,ダウジングマシン
4595,465,12,探宝器
4596,466,1,いかりまんじゅう
4597,466,3,분노의호두과자
4598,466,4,憤怒饅頭
4599,466,5,Bonbon Rage
4600,466,6,Wutkeks
4601,466,7,Caramelo Furia
4602,466,8,Iramella
4603,466,9,Rage Candy Bar
4604,466,11,いかりまんじゅう
4605,466,12,愤怒馒头
4606,467,1,べにいろのたま
4607,467,3,주홍구슬
4608,467,4,朱紅色寶珠
4609,467,5,Gemme Rouge
4610,467,6,Roter Edelstein
4611,467,7,Prisma Rojo
4612,467,8,Gemma rossa
4613,467,9,Red Orb
4614,467,11,べにいろのたま
4615,467,12,朱红色宝珠
4616,468,1,あいいろのたま
4617,468,3,쪽빛구슬
4618,468,4,靛藍色寶珠
4619,468,5,Gemme Bleue
4620,468,6,Blauer Edelstein
4621,468,7,Prisma Azul
4622,468,8,Gemma blu
4623,468,9,Blue Orb
4624,468,11,あいいろのたま
4625,468,12,靛蓝色宝珠
4626,469,1,もえぎいろのたま
4627,469,3,연둣빛구슬
4628,469,4,草綠色寶珠
4629,469,5,Orbe Vert
4630,469,6,Grüne Kugel
4631,469,7,Esfera Verde
4632,469,8,Sfera Verde
4633,469,9,Jade Orb
4634,469,11,もえぎいろのたま
4635,469,12,草绿色宝珠
4636,470,1,なぞのすいしょう
4637,470,3,수수께끼의수정
4638,470,4,謎之水晶
4639,470,5,Mystécristal
4640,470,6,Mytokristall
4641,470,7,Misticristal
4642,470,8,Misticristal
4643,470,9,Enigma Stone
4644,470,11,なぞのすいしょう
4645,470,12,谜之水晶
4646,471,1,アンノーンノート
4647,471,3,안농노트
4648,471,4,未知圖騰筆記
4649,471,5,Carnet Zarbi
4650,471,6,Icognitoheft
4651,471,7,Bloc Unown
4652,471,8,UnownBloc
4653,471,9,Unown Report
4654,471,11,アンノーンノート
4655,471,12,未知图腾笔记
4656,472,1,ブルーカード
4657,472,3,블루카드
4658,472,4,藍卡
4659,472,5,Carte Bleue
4660,472,6,Blaue Karte
4661,472,7,Tarjeta Azul
4662,472,8,Carta Blu
4663,472,9,Blue Card
4664,472,11,ブルーカード
4665,472,12,蓝卡
4666,473,1,おいしいシッポ
4667,473,3,맛있는꼬리
4668,473,4,美味尾巴
4669,473,5,Queue Ramoloss
4670,473,6,Flegmon-Rute
4671,473,7,Cola Slowpoke
4672,473,8,Coda Slowpoke
4673,473,9,Slowpoke Tail
4674,473,11,おいしいシッポ
4675,473,12,美味尾巴
4676,474,1,とうめいなスズ
4677,474,3,크리스탈방울
4678,474,4,透明鈴鐺
4679,474,5,Glas Transparent
4680,474,6,Klarglocke
4681,474,7,Cascabel Claro
4682,474,8,Campana Chiara
4683,474,9,Clear Bell
4684,474,11,とうめいなスズ
4685,474,12,透明铃铛
4686,475,1,カードキー
4687,475,3,카드키
4688,475,4,鑰匙卡
4689,475,5,Carte Magnétique
4690,475,6,Schlüsselkarte
4691,475,7,Llave Magnética
4692,475,8,Apriporta
4693,475,9,Card Key
4694,475,11,カードキー
4695,475,12,钥匙卡
4696,476,1,ちかのかぎ
4697,476,3,지하의열쇠
4698,476,4,地下鑰匙
4699,476,5,Clé Sous-Sol
4700,476,6,Kelleröffner
4701,476,7,Llave Sótano
4702,476,8,Chiave sotterr.
4703,476,9,Basement Key
4704,476,11,ちかのかぎ
4705,476,12,地下钥匙
4706,477,1,あかいウロコ
4707,477,3,빨간비늘
4708,477,4,紅色鱗片
4709,477,5,Écaille Rouge
4710,477,6,Rote Haut
4711,477,7,Escama Roja
4712,477,8,Squama Rossa
4713,477,9,Red Scale
4714,477,11,あかいウロコ
4715,477,12,红色鳞片
4716,478,1,おとしもの
4717,478,3,분실물
4718,478,4,遺失物
4719,478,5,Objet perdu
4720,478,6,Fundsache
4721,478,7,Objeto Perdido
4722,478,8,Strumento perso
4723,478,9,Lost Item
4724,478,11,おとしもの
4725,478,12,遗失物
4726,479,1,リニアパス
4727,479,3,리니어패스
4728,479,4,磁浮列車自由票
4729,479,5,Passe Train
4730,479,6,Fahrschein
4731,479,7,Magnetopase
4732,479,8,Superpass
4733,479,9,Pass
4734,479,11,リニアパス
4735,479,12,磁浮列车自由票
4736,480,1,きかいのぶひん
4737,480,3,기계부품
4738,480,4,機械零件
4739,480,5,Partie Machine
4740,480,6,Spule
4741,480,7,Maquinaria
4742,480,8,Pezzo macch.
4743,480,9,Machine Part
4744,480,11,きかいのぶひん
4745,480,12,机械零件
4746,481,1,ぎんいろのはね
4747,481,3,은빛날개
4748,481,4,銀色之羽
4749,481,5,Argent’Aile
4750,481,6,Silberflügel
4751,481,7,Ala Plateada
4752,481,8,Aladargento
4753,481,9,Silver Wing
4754,481,11,ぎんいろのはね
4755,481,12,银色之羽
4756,482,1,にじいろのはね
4757,482,3,무지갯빛날개
4758,482,4,虹色之羽
4759,482,5,Arc-en-Ci’Aile
4760,482,6,Buntschwinge
4761,482,7,Ala Arcoíris
4762,482,8,Ala d’Iride
4763,482,9,Rainbow Wing
4764,482,11,にじいろのはね
4765,482,12,虹色之羽
4766,483,1,ふしぎなタマゴ
4767,483,3,이상한알
4768,483,4,神奇蛋
4769,483,5,Œuf Mystère
4770,483,6,Rätsel-Ei
4771,483,7,Huevo Misterioso
4772,483,8,Uovo Mistero
4773,483,9,Mystery Egg
4774,483,11,ふしぎなタマゴ
4775,483,12,神奇蛋
4776,484,1,ＧＢプレイヤー
4777,484,3,GB플레이어
4778,484,4,ＧＢ播放器
4779,484,5,Lecteur GB
4780,484,6,GB-Player
4781,484,7,Lector GB
4782,484,8,Lettore GB
4783,484,9,GB Sounds
4784,484,11,ＧＢプレイヤー
4785,484,12,ＧＢ播放器
4786,485,1,うみなりのスズ
4787,485,3,해명의방울
4788,485,4,海聲鈴鐺
4789,485,5,Glas Tempête
4790,485,6,Gischtglocke
4791,485,7,Cascabel Oleaje
4792,485,8,Campana Onda
4793,485,9,Tidal Bell
4794,485,11,うみなりのスズ
4795,485,12,海声铃铛
4796,486,1,データカード０１
4797,486,3,데이터카드01
4798,486,4,資料卡０１
4799,486,5,Carte Mémo01
4800,486,6,Datenkarte01
4801,486,7,Tarjeta Datos 01
4802,486,8,Scheda Dati 01
4803,486,9,Data Card 01
4804,486,11,データカード０１
4805,486,12,数据卡０１
4806,487,1,データカード０２
4807,487,3,데이터카드02
4808,487,4,資料卡０２
4809,487,5,Carte Mémo02
4810,487,6,Datenkarte02
4811,487,7,Tarjeta Datos 02
4812,487,8,Scheda Dati 02
4813,487,9,Data Card 02
4814,487,11,データカード０２
4815,487,12,数据卡０２
4816,488,1,データカード０３
4817,488,3,데이터카드03
4818,488,4,資料卡０３
4819,488,5,Carte Mémo03
4820,488,6,Datenkarte03
4821,488,7,Tarjeta Datos 03
4822,488,8,Scheda Dati 03
4823,488,9,Data Card 03
4824,488,11,データカード０３
4825,488,12,数据卡０３
4826,489,1,データカード０４
4827,489,3,데이터카드04
4828,489,4,資料卡０４
4829,489,5,Carte Mémo04
4830,489,6,Datenkarte04
4831,489,7,Tarjeta Datos 04
4832,489,8,Scheda Dati 04
4833,489,9,Data Card 04
4834,489,11,データカード０４
4835,489,12,数据卡０４
4836,490,1,データカード０５
4837,490,3,데이터카드05
4838,490,4,資料卡０５
4839,490,5,Carte Mémo05
4840,490,6,Datenkarte05
4841,490,7,Tarjeta Datos 05
4842,490,8,Scheda Dati 05
4843,490,9,Data Card 05
4844,490,11,データカード０５
4845,490,12,数据卡０５
4846,491,1,データカード０６
4847,491,3,데이터카드06
4848,491,4,資料卡０６
4849,491,5,Carte Mémo06
4850,491,6,Datenkarte06
4851,491,7,Tarjeta Datos 06
4852,491,8,Scheda Dati 06
4853,491,9,Data Card 06
4854,491,11,データカード０６
4855,491,12,数据卡０６
4856,492,1,データカード０７
4857,492,3,데이터카드07
4858,492,4,資料卡０７
4859,492,5,Carte Mémo07
4860,492,6,Datenkarte07
4861,492,7,Tarjeta Datos 07
4862,492,8,Scheda Dati 07
4863,492,9,Data Card 07
4864,492,11,データカード０７
4865,492,12,数据卡０７
4866,493,1,データカード０８
4867,493,3,데이터카드08
4868,493,4,資料卡０８
4869,493,5,Carte Mémo08
4870,493,6,Datenkarte08
4871,493,7,Tarjeta Datos 08
4872,493,8,Scheda Dati 08
4873,493,9,Data Card 08
4874,493,11,データカード０８
4875,493,12,数据卡０８
4876,494,1,データカード０９
4877,494,3,데이터카드09
4878,494,4,資料卡０９
4879,494,5,Carte Mémo09
4880,494,6,Datenkarte09
4881,494,7,Tarjeta Datos 09
4882,494,8,Scheda Dati 09
4883,494,9,Data Card 09
4884,494,11,データカード０９
4885,494,12,数据卡０９
4886,495,1,データカード１０
4887,495,3,데이터카드10
4888,495,4,資料卡１０
4889,495,5,Carte Mémo10
4890,495,6,Datenkarte10
4891,495,7,Tarjeta Datos 10
4892,495,8,Scheda Dati 10
4893,495,9,Data Card 10
4894,495,11,データカード１０
4895,495,12,数据卡１０
4896,496,1,データカード１１
4897,496,3,데이터카드11
4898,496,4,資料卡１１
4899,496,5,Carte Mémo11
4900,496,6,Datenkarte11
4901,496,7,Tarjeta Datos 11
4902,496,8,Scheda Dati 11
4903,496,9,Data Card 11
4904,496,11,データカード１１
4905,496,12,数据卡１１
4906,497,1,データカード１２
4907,497,3,데이터카드12
4908,497,4,資料卡１２
4909,497,5,Carte Mémo12
4910,497,6,Datenkarte12
4911,497,7,Tarjeta Datos 12
4912,497,8,Scheda Dati 12
4913,497,9,Data Card 12
4914,497,11,データカード１２
4915,497,12,数据卡１２
4916,498,1,データカード１３
4917,498,3,데이터카드13
4918,498,4,資料卡１３
4919,498,5,Carte Mémo13
4920,498,6,Datenkarte13
4921,498,7,Tarjeta Datos 13
4922,498,8,Scheda Dati 13
4923,498,9,Data Card 13
4924,498,11,データカード１３
4925,498,12,数据卡１３
4926,499,1,データカード１４
4927,499,3,데이터카드14
4928,499,4,資料卡１４
4929,499,5,Carte Mémo14
4930,499,6,Datenkarte14
4931,499,7,Tarjeta Datos 14
4932,499,8,Scheda Dati 14
4933,499,9,Data Card 14
4934,499,11,データカード１４
4935,499,12,数据卡１４
4936,500,1,データカード１５
4937,500,3,데이터카드15
4938,500,4,資料卡１５
4939,500,5,Carte Mémo15
4940,500,6,Datenkarte15
4941,500,7,Tarjeta Datos 15
4942,500,8,Scheda Dati 15
4943,500,9,Data Card 15
4944,500,11,データカード１５
4945,500,12,数据卡１５
4946,501,1,データカード１６
4947,501,3,데이터카드16
4948,501,4,資料卡１６
4949,501,5,Carte Mémo16
4950,501,6,Datenkarte16
4951,501,7,Tarjeta Datos 16
4952,501,8,Scheda Dati 16
4953,501,9,Data Card 16
4954,501,11,データカード１６
4955,501,12,数据卡１６
4956,502,1,データカード１７
4957,502,3,데이터카드17
4958,502,4,資料卡１７
4959,502,5,Carte Mémo17
4960,502,6,Datenkarte17
4961,502,7,Tarjeta Datos 17
4962,502,8,Scheda Dati 17
4963,502,9,Data Card 17
4964,502,11,データカード１７
4965,502,12,数据卡１７
4966,503,1,データカード１８
4967,503,3,데이터카드18
4968,503,4,資料卡１８
4969,503,5,Carte Mémo18
4970,503,6,Datenkarte18
4971,503,7,Tarjeta Datos 18
4972,503,8,Scheda Dati 18
4973,503,9,Data Card 18
4974,503,11,データカード１８
4975,503,12,数据卡１８
4976,504,1,データカード１９
4977,504,3,데이터카드19
4978,504,4,資料卡１９
4979,504,5,Carte Mémo19
4980,504,6,Datenkarte19
4981,504,7,Tarjeta Datos 19
4982,504,8,Scheda Dati 19
4983,504,9,Data Card 19
4984,504,11,データカード１９
4985,504,12,数据卡１９
4986,505,1,データカード２０
4987,505,3,데이터카드20
4988,505,4,資料卡２０
4989,505,5,Carte Mémo20
4990,505,6,Datenkarte20
4991,505,7,Tarjeta Datos 20
4992,505,8,Scheda Dati 20
4993,505,9,Data Card 20
4994,505,11,データカード２０
4995,505,12,数据卡２０
4996,506,1,データカード２１
4997,506,3,데이터카드21
4998,506,4,資料卡２１
4999,506,5,Carte Mémo21
5000,506,6,Datenkarte21
5001,506,7,Tarjeta Datos 21
5002,506,8,Scheda Dati 21
5003,506,9,Data Card 21
5004,506,11,データカード２１
5005,506,12,数据卡２１
5006,507,1,データカード２２
5007,507,3,데이터카드22
5008,507,4,資料卡２２
5009,507,5,Carte Mémo22
5010,507,6,Datenkarte22
5011,507,7,Tarjeta Datos 22
5012,507,8,Scheda Dati 22
5013,507,9,Data Card 22
5014,507,11,データカード２２
5015,507,12,数据卡２２
5016,508,1,データカード２３
5017,508,3,데이터카드23
5018,508,4,資料卡２３
5019,508,5,Carte Mémo23
5020,508,6,Datenkarte23
5021,508,7,Tarjeta Datos 23
5022,508,8,Scheda Dati 23
5023,508,9,Data Card 23
5024,508,11,データカード２３
5025,508,12,数据卡２３
5026,509,1,データカード２４
5027,509,3,데이터카드24
5028,509,4,資料卡２４
5029,509,5,Carte Mémo24
5030,509,6,Datenkarte24
5031,509,7,Tarjeta Datos 24
5032,509,8,Scheda Dati 24
5033,509,9,Data Card 24
5034,509,11,データカード２４
5035,509,12,数据卡２４
5036,510,1,データカード２５
5037,510,3,데이터카드25
5038,510,4,資料卡２５
5039,510,5,Carte Mémo25
5040,510,6,Datenkarte25
5041,510,7,Tarjeta Datos 25
5042,510,8,Scheda Dati 25
5043,510,9,Data Card 25
5044,510,11,データカード２５
5045,510,12,数据卡２５
5046,511,1,データカード２６
5047,511,3,데이터카드26
5048,511,4,資料卡２６
5049,511,5,Carte Mémo26
5050,511,6,Datenkarte26
5051,511,7,Tarjeta Datos 26
5052,511,8,Scheda Dati 26
5053,511,9,Data Card 26
5054,511,11,データカード２６
5055,511,12,数据卡２６
5056,512,1,データカード２７
5057,512,3,데이터카드27
5058,512,4,資料卡２７
5059,512,5,Carte Mémo27
5060,512,6,Datenkarte27
5061,512,7,Tarjeta Datos 27
5062,512,8,Scheda Dati 27
5063,512,9,Data Card 27
5064,512,11,データカード２７
5065,512,12,数据卡２７
5066,513,1,ロックカプセル
5067,513,3,록캡슐
5068,513,4,上鎖的容器
5069,513,5,Poké Écrin
5070,513,6,Tresorkapsel
5071,513,7,Cápsula Candado
5072,513,8,Capsula Scrigno
5073,513,9,Lock Capsule
5074,513,11,ロックカプセル
5075,513,12,上锁的容器
5076,514,1,フォトアルバム
5077,514,3,포토앨범
5078,514,4,相簿
5079,514,5,Album Photo
5080,514,6,Fotoalbum
5081,514,7,Álbum
5082,514,8,Album
5083,514,9,Photo Album
5084,514,11,フォトアルバム
5085,514,12,相册
5086,515,1,オレンジメール
5087,515,5,Lettre Oranj
5088,515,6,Zigzagbrief
5089,515,7,Car. Naranja
5090,515,8,Mess. Agrume
5091,515,9,Orange Mail
5092,516,1,ハーバーメール
5093,516,5,Lettre Port
5094,516,6,Hafenbrief
5095,516,7,Carta Puerto
5096,516,8,Mess. Porto
5097,516,9,Harbor Mail
5098,517,1,キラキラメール
5099,517,5,Lettre Brill
5100,517,6,Glitzerbrief
5101,517,7,Carta Brillo
5102,517,8,Mess. Luci
5103,517,9,Glitter Mail
5104,518,1,メカニカルメール
5105,518,5,Lettre Méca
5106,518,6,Eilbrief
5107,518,7,Carta Imán
5108,518,8,Mess. Tecno
5109,518,9,Mech Mail
5110,519,1,ウッディメール
5111,519,5,Lettre Bois
5112,519,6,Waldbrief
5113,519,7,Carta Madera
5114,519,8,Mess. Bosco
5115,519,9,Wood Mail
5116,520,1,クロスメール
5117,520,5,Lettre Vague
5118,520,6,Wellenbrief
5119,520,7,Carta Ola
5120,520,8,Mess. Onda
5121,520,9,Wave Mail
5122,521,1,トレジャーメール
5123,521,5,Lettre Bulle
5124,521,6,Perlenbrief
5125,521,7,Carta Imagen
5126,521,8,Mess. Perle
5127,521,9,Bead Mail
5128,522,1,シャドーメール
5129,522,5,Lettre Ombre
5130,522,6,Dunkelbrief
5131,522,7,Carta Sombra
5132,522,8,Mess. Ombra
5133,522,9,Shadow Mail
5134,523,1,トロピカルメール
5135,523,5,Lettre Tropi
5136,523,6,Tropenbrief
5137,523,7,Car. Tropic.
5138,523,8,Mess. Tropic
5139,523,9,Tropic Mail
5140,524,1,ドリームメール
5141,524,5,Lettre Songe
5142,524,6,Traumbrief
5143,524,7,Carta Sueño
5144,524,8,Mess. Sogno
5145,524,9,Dream Mail
5146,525,1,ミラクルメール
5147,525,5,Lettre Cool
5148,525,6,Edelbrief
5149,525,7,Carta Fab.
5150,525,8,Mess. Lusso
5151,525,9,Fab Mail
5152,526,1,レトロメール
5153,526,5,Lettre Retro
5154,526,6,Retrobrief
5155,526,7,Carta Retro.
5156,526,8,Mess. Rétro
5157,526,9,Retro Mail
5158,527,1,マッハじてんしゃ
5159,527,3,마하자전거
5160,527,4,音速自行車
5161,527,5,Vélo de Course
5162,527,6,Eilrad
5163,527,7,Bici de Carreras
5164,527,8,Bici da corsa
5165,527,9,Mach Bike
5166,527,11,マッハじてんしゃ
5167,527,12,音速自行车
5168,528,1,ダートじてんしゃ
5169,528,3,더트자전거
5170,528,4,越野自行車
5171,528,5,Vélo Cross
5172,528,6,Kunstrad
5173,528,7,Bici Acrobática
5174,528,8,Bici da cross
5175,528,9,Acro Bike
5176,528,11,ダートじてんしゃ
5177,528,12,越野自行车
5178,529,1,ホエルコじょうろ
5179,529,3,고래왕자물뿌리개
5180,529,4,吼吼鯨噴壺
5181,529,5,Wailmerrosoir
5182,529,6,Wailmerkanne
5183,529,7,Wailmegadera
5184,529,8,Vaso Wailmer
5185,529,9,Wailmer Pail
5186,529,11,ホエルコじょうろ
5187,529,12,吼吼鲸喷壶
5188,530,1,デボンのにもつ
5189,530,5,Pack Devon
5190,530,6,Devon-Waren
5191,530,7,Piezas Devon
5192,530,8,Merce Devon
5193,530,9,Devon Goods
5194,531,1,はいぶくろ
5195,531,3,재주머니
5196,531,4,集灰袋
5197,531,5,Sac à Suie
5198,531,6,Aschetasche
5199,531,7,Saco Hollín
5200,531,8,Sacco cenere
5201,531,9,Soot Sack
5202,531,11,はいぶくろ
5203,531,12,集灰袋
5204,532,1,ポロックケース
5205,532,5,Boîte Pokéblocs
5206,532,6,Pokériegelbox
5207,532,7,Tubo Pokécubos
5208,532,8,PortaPokémelle
5209,532,9,Pokéblock Case
5210,533,1,ダイゴへのてがみ
5211,533,3,성호에게줄편지
5212,533,4,給大吾的信
5213,533,5,Lettre à Pierre
5214,533,6,Brief an Troy
5215,533,7,Carta a Máximo
5216,533,8,Lettera
5217,533,9,Letter
5218,533,11,ダイゴへのてがみ
5219,533,12,给大吾的信
5220,534,1,むげんのチケット
5221,534,3,무한티켓
5222,534,4,無限船票
5223,534,5,Passe Éon
5224,534,6,Äon-Ticket
5225,534,7,Ticket Eón
5226,534,8,Biglietto Eone
5227,534,9,Eon Ticket
5228,534,11,むげんのチケット
5229,534,12,无限船票
5230,535,1,たんちき
5231,535,3,탐지기
5232,535,4,探測器
5233,535,5,Scanner
5234,535,6,Scanner
5235,535,7,Escáner
5236,535,8,Scanner
5237,535,9,Scanner
5238,535,11,たんちき
5239,535,12,探测器
5240,536,1,ゴーゴーゴーグル
5241,536,3,고고고글
5242,536,4,ＧＯＧＯ護目鏡
5243,536,5,Lunettes Sable
5244,536,6,Wüstenbrille
5245,536,7,Gafas Aislantes
5246,536,8,Occhialoni
5247,536,9,Go-Goggles
5248,536,11,ゴーゴーゴーグル
5249,536,12,ＧＯＧＯ护目镜
5250,537,1,いんせき
5251,537,3,운석
5252,537,4,隕石
5253,537,5,Météorite
5254,537,6,Meteorit
