Id,MoveId,LocalLanguageId,Name
2241,225,1,りゅうのいぶき
2242,225,3,용의숨결
2243,225,4,龍息
2244,225,5,Draco-Souffle
2245,225,6,Feuerodem
2246,225,7,Dragoaliento
2247,225,8,Dragospiro
2248,225,9,Dragon Breath
2249,225,11,りゅうのいぶき
2250,225,12,龙息
2251,226,1,バトンタッチ
2252,226,3,바톤터치
2253,226,4,接棒
2254,226,5,Relais
2255,226,6,Stafette
2256,226,7,Relevo
2257,226,8,Staffetta
2258,226,9,Baton Pass
2259,226,11,バトンタッチ
2260,226,12,接棒
2261,227,1,アンコール
2262,227,3,앵콜
2263,227,4,再來一次
2264,227,5,Encore
2265,227,6,Zugabe
2266,227,7,Otra Vez
2267,227,8,Ripeti
2268,227,9,Encore
2269,227,11,アンコール
2270,227,12,再来一次
2271,228,1,おいうち
2272,228,3,따라가때리기
2273,228,4,追打
2274,228,5,Poursuite
2275,228,6,Verfolgung
2276,228,7,Persecución
2277,228,8,Inseguimento
2278,228,9,Pursuit
2279,228,11,おいうち
2280,228,12,追打
2281,229,1,こうそくスピン
2282,229,3,고속스핀
2283,229,4,高速旋轉
2284,229,5,Tour Rapide
2285,229,6,Turbodreher
2286,229,7,Giro Rápido
2287,229,8,Rapigiro
2288,229,9,Rapid Spin
2289,229,11,こうそくスピン
2290,229,12,高速旋转
2291,230,1,あまいかおり
2292,230,3,달콤한향기
2293,230,4,甜甜香氣
2294,230,5,Doux Parfum
2295,230,6,Lockduft
2296,230,7,Dulce Aroma
2297,230,8,Profumino
2298,230,9,Sweet Scent
2299,230,11,あまいかおり
2300,230,12,甜甜香气
2301,231,1,アイアンテール
2302,231,3,아이언테일
2303,231,4,鐵尾
2304,231,5,Queue de Fer
2305,231,6,Eisenschweif
2306,231,7,Cola Férrea
2307,231,8,Codacciaio
2308,231,9,Iron Tail
2309,231,11,アイアンテール
2310,231,12,铁尾
2311,232,1,メタルクロー
2312,232,3,메탈크로우
2313,232,4,金屬爪
2314,232,5,Griffe Acier
2315,232,6,Metallklaue
2316,232,7,Garra Metal
2317,232,8,Ferrartigli
2318,232,9,Metal Claw
2319,232,11,メタルクロー
2320,232,12,金属爪
2321,233,1,あてみなげ
2322,233,3,받아던지기
2323,233,4,借力摔
2324,233,5,Corps Perdu
2325,233,6,Überwurf
2326,233,7,Tiro Vital
2327,233,8,Vitaltiro
2328,233,9,Vital Throw
2329,233,11,あてみなげ
2330,233,12,借力摔
2331,234,1,あさのひざし
2332,234,3,아침햇살
2333,234,4,晨光
2334,234,5,Aurore
2335,234,6,Morgengrauen
2336,234,7,Sol Matinal
2337,234,8,Mattindoro
2338,234,9,Morning Sun
2339,234,11,あさのひざし
2340,234,12,晨光
2341,235,1,こうごうせい
2342,235,3,광합성
2343,235,4,光合作用
2344,235,5,Synthèse
2345,235,6,Synthese
2346,235,7,Síntesis
2347,235,8,Sintesi
2348,235,9,Synthesis
2349,235,11,こうごうせい
2350,235,12,光合作用
2351,236,1,つきのひかり
2352,236,3,달의불빛
2353,236,4,月光
2354,236,5,Rayon Lune
2355,236,6,Mondschein
2356,236,7,Luz Lunar
2357,236,8,Lucelunare
2358,236,9,Moonlight
2359,236,11,つきのひかり
2360,236,12,月光
2361,237,1,めざめるパワー
2362,237,3,잠재파워
2363,237,4,覺醒力量
2364,237,5,Puissance Cachée
2365,237,6,Kraftreserve
2366,237,7,Poder Oculto
2367,237,8,Introforza
2368,237,9,Hidden Power
2369,237,11,めざめるパワー
2370,237,12,觉醒力量
2371,238,1,クロスチョップ
2372,238,3,크로스촙
2373,238,4,十字劈
2374,238,5,Coup Croix
2375,238,6,Kreuzhieb
2376,238,7,Tajo Cruzado
2377,238,8,Incrocolpo
2378,238,9,Cross Chop
2379,238,11,クロスチョップ
2380,238,12,十字劈
2381,239,1,たつまき
2382,239,3,회오리
2383,239,4,龍捲風
2384,239,5,Ouragan
2385,239,6,Windhose
2386,239,7,Ciclón
2387,239,8,Tornado
2388,239,9,Twister
2389,239,11,たつまき
2390,239,12,龙卷风
2391,240,1,あまごい
2392,240,3,비바라기
2393,240,4,求雨
2394,240,5,Danse Pluie
2395,240,6,Regentanz
2396,240,7,Danza Lluvia
2397,240,8,Pioggiadanza
2398,240,9,Rain Dance
2399,240,11,あまごい
2400,240,12,求雨
2401,241,1,にほんばれ
2402,241,3,쾌청
2403,241,4,大晴天
2404,241,5,Zénith
2405,241,6,Sonnentag
2406,241,7,Día Soleado
2407,241,8,Giornodisole
2408,241,9,Sunny Day
2409,241,11,にほんばれ
2410,241,12,大晴天
2411,242,1,かみくだく
2412,242,3,깨물어부수기
2413,242,4,咬碎
2414,242,5,Mâchouille
2415,242,6,Knirscher
2416,242,7,Triturar
2417,242,8,Sgranocchio
2418,242,9,Crunch
2419,242,11,かみくだく
2420,242,12,咬碎
2421,243,1,ミラーコート
2422,243,3,미러코트
2423,243,4,鏡面反射
2424,243,5,Voile Miroir
2425,243,6,Spiegelcape
2426,243,7,Manto Espejo
2427,243,8,Specchiovelo
2428,243,9,Mirror Coat
2429,243,11,ミラーコート
2430,243,12,镜面反射
2431,244,1,じこあんじ
2432,244,3,자기암시
2433,244,4,自我暗示
2434,244,5,Boost
2435,244,6,Psycho-Plus
2436,244,7,Más Psique
2437,244,8,Psicamisù
2438,244,9,Psych Up
2439,244,11,じこあんじ
2440,244,12,自我暗示
2441,245,1,しんそく
2442,245,3,신속
2443,245,4,神速
2444,245,5,Vitesse Extrême
2445,245,6,Turbotempo
2446,245,7,Veloc. Extrema
2447,245,8,Extrarapido
2448,245,9,Extreme Speed
2449,245,11,しんそく
2450,245,12,神速
2451,246,1,げんしのちから
2452,246,3,원시의힘
2453,246,4,原始之力
2454,246,5,Pouvoir Antique
2455,246,6,Antik-Kraft
2456,246,7,Poder Pasado
2457,246,8,Forzantica
2458,246,9,Ancient Power
2459,246,11,げんしのちから
2460,246,12,原始之力
2461,247,1,シャドーボール
2462,247,3,섀도볼
2463,247,4,暗影球
2464,247,5,Ball’Ombre
2465,247,6,Spukball
2466,247,7,Bola Sombra
2467,247,8,Palla Ombra
2468,247,9,Shadow Ball
2469,247,11,シャドーボール
2470,247,12,暗影球
2471,248,1,みらいよち
2472,248,3,미래예지
2473,248,4,預知未來
2474,248,5,Prescience
2475,248,6,Seher
2476,248,7,Premonición
2477,248,8,Divinazione
2478,248,9,Future Sight
2479,248,11,みらいよち
2480,248,12,预知未来
2481,249,1,いわくだき
2482,249,3,바위깨기
2483,249,4,碎岩
2484,249,5,Éclate-Roc
2485,249,6,Zertrümmerer
2486,249,7,Golpe Roca
2487,249,8,Spaccaroccia
2488,249,9,Rock Smash
2489,249,11,いわくだき
2490,249,12,碎岩
2491,250,1,うずしお
2492,250,3,바다회오리
2493,250,4,潮旋
2494,250,5,Siphon
2495,250,6,Whirlpool
2496,250,7,Torbellino
2497,250,8,Mulinello
2498,250,9,Whirlpool
2499,250,11,うずしお
2500,250,12,潮旋
2501,251,1,ふくろだたき
2502,251,3,집단구타
2503,251,4,圍攻
2504,251,5,Baston
2505,251,6,Prügler
2506,251,7,Paliza
2507,251,8,Picchiaduro
2508,251,9,Beat Up
2509,251,11,ふくろだたき
2510,251,12,围攻
2511,252,1,ねこだまし
2512,252,3,속이다
2513,252,4,擊掌奇襲
2514,252,5,Bluff
2515,252,6,Mogelhieb
2516,252,7,Sorpresa
2517,252,8,Bruciapelo
2518,252,9,Fake Out
2519,252,11,ねこだまし
2520,252,12,击掌奇袭
2521,253,1,さわぐ
2522,253,3,소란피기
2523,253,4,吵鬧
2524,253,5,Brouhaha
2525,253,6,Aufruhr
2526,253,7,Alboroto
2527,253,8,Baraonda
2528,253,9,Uproar
2529,253,11,さわぐ
2530,253,12,吵闹
2531,254,1,たくわえる
2532,254,3,비축하기
2533,254,4,蓄力
2534,254,5,Stockage
2535,254,6,Horter
2536,254,7,Reserva
2537,254,8,Accumulo
2538,254,9,Stockpile
2539,254,11,たくわえる
2540,254,12,蓄力
2541,255,1,はきだす
2542,255,3,토해내기
2543,255,4,噴出
2544,255,5,Relâche
2545,255,6,Entfessler
2546,255,7,Escupir
2547,255,8,Sfoghenergia
2548,255,9,Spit Up
2549,255,11,はきだす
2550,255,12,喷出
2551,256,1,のみこむ
2552,256,3,꿀꺽
2553,256,4,吞下
2554,256,5,Avale
2555,256,6,Verzehrer
2556,256,7,Tragar
2557,256,8,Introenergia
2558,256,9,Swallow
2559,256,11,のみこむ
2560,256,12,吞下
2561,257,1,ねっぷう
2562,257,3,열풍
2563,257,4,熱風
2564,257,5,Canicule
2565,257,6,Hitzewelle
2566,257,7,Onda Ígnea
2567,257,8,Ondacalda
2568,257,9,Heat Wave
2569,257,11,ねっぷう
2570,257,12,热风
2571,258,1,あられ
2572,258,3,싸라기눈
2573,258,4,冰雹
2574,258,5,Grêle
2575,258,6,Hagelsturm
2576,258,7,Granizo
2577,258,8,Grandine
2578,258,9,Hail
2579,258,11,あられ
2580,258,12,冰雹
2581,259,1,いちゃもん
2582,259,3,트집
2583,259,4,無理取鬧
2584,259,5,Tourmente
2585,259,6,Folterknecht
2586,259,7,Tormento
2587,259,8,Attaccalite
2588,259,9,Torment
2589,259,11,いちゃもん
2590,259,12,无理取闹
2591,260,1,おだてる
2592,260,3,부추기기
2593,260,4,吹捧
2594,260,5,Flatterie
2595,260,6,Schmeichler
2596,260,7,Camelo
2597,260,8,Adulazione
2598,260,9,Flatter
2599,260,11,おだてる
2600,260,12,吹捧
2601,261,1,おにび
2602,261,3,도깨비불
2603,261,4,鬼火
2604,261,5,Feu Follet
2605,261,6,Irrlicht
2606,261,7,Fuego Fatuo
2607,261,8,Fuocofatuo
2608,261,9,Will-O-Wisp
2609,261,11,おにび
2610,261,12,鬼火
2611,262,1,おきみやげ
2612,262,3,추억의선물
2613,262,4,臨別禮物
2614,262,5,Souvenir
2615,262,6,Memento-Mori
2616,262,7,Legado
2617,262,8,Memento
2618,262,9,Memento
2619,262,11,おきみやげ
2620,262,12,临别礼物
2621,263,1,からげんき
2622,263,3,객기
2623,263,4,硬撐
2624,263,5,Façade
2625,263,6,Fassade
2626,263,7,Imagen
2627,263,8,Facciata
2628,263,9,Facade
2629,263,11,からげんき
2630,263,12,硬撑
2631,264,1,きあいパンチ
2632,264,3,힘껏펀치
2633,264,4,真氣拳
2634,264,5,Mitra-Poing
2635,264,6,Power-Punch
2636,264,7,Puño Certero
2637,264,8,Centripugno
2638,264,9,Focus Punch
2639,264,11,きあいパンチ
2640,264,12,真气拳
2641,265,1,きつけ
2642,265,3,정신차리기
2643,265,4,清醒
2644,265,5,Stimulant
2645,265,6,Riechsalz
2646,265,7,Estímulo
2647,265,8,Maniereforti
2648,265,9,Smelling Salts
2649,265,11,きつけ
2650,265,12,清醒
2651,266,1,このゆびとまれ
2652,266,3,날따름
2653,266,4,看我嘛
2654,266,5,Par Ici
2655,266,6,Spotlight
2656,266,7,Señuelo
2657,266,8,Sonoqui
2658,266,9,Follow Me
2659,266,11,このゆびとまれ
2660,266,12,看我嘛
2661,267,1,しぜんのちから
2662,267,3,자연의힘
2663,267,4,自然之力
2664,267,5,Force Nature
2665,267,6,Natur-Kraft
2666,267,7,Adaptación
2667,267,8,Naturforza
2668,267,9,Nature Power
2669,267,11,しぜんのちから
2670,267,12,自然之力
2671,268,1,じゅうでん
2672,268,3,충전
2673,268,4,充電
2674,268,5,Chargeur
2675,268,6,Ladevorgang
2676,268,7,Carga
2677,268,8,Sottocarica
2678,268,9,Charge
2679,268,11,じゅうでん
2680,268,12,充电
2681,269,1,ちょうはつ
2682,269,3,도발
2683,269,4,挑釁
2684,269,5,Provoc
2685,269,6,Verhöhner
2686,269,7,Mofa
2687,269,8,Provocazione
2688,269,9,Taunt
2689,269,11,ちょうはつ
2690,269,12,挑衅
2691,270,1,てだすけ
2692,270,3,도우미
2693,270,4,幫助
2694,270,5,Coup d’Main
2695,270,6,Rechte Hand
2696,270,7,Refuerzo
2697,270,8,Altruismo
2698,270,9,Helping Hand
2699,270,11,てだすけ
2700,270,12,帮助
2701,271,1,トリック
2702,271,3,트릭
2703,271,4,戲法
2704,271,5,Tour de Magie
2705,271,6,Trickbetrug
2706,271,7,Truco
2707,271,8,Raggiro
2708,271,9,Trick
2709,271,11,トリック
2710,271,12,戏法
2711,272,1,なりきり
2712,272,3,역할
2713,272,4,扮演
2714,272,5,Imitation
2715,272,6,Rollenspiel
2716,272,7,Imitación
2717,272,8,Giocodiruolo
2718,272,9,Role Play
2719,272,11,なりきり
2720,272,12,扮演
2721,273,1,ねがいごと
2722,273,3,희망사항
2723,273,4,祈願
2724,273,5,Vœu
2725,273,6,Wunschtraum
2726,273,7,Deseo
2727,273,8,Desiderio
2728,273,9,Wish
2729,273,11,ねがいごと
2730,273,12,祈愿
2731,274,1,ねこのて
2732,274,3,조수
2733,274,4,借助
2734,274,5,Assistance
2735,274,6,Zuschuss
2736,274,7,Ayuda
2737,274,8,Assistente
2738,274,9,Assist
2739,274,11,ねこのて
2740,274,12,借助
2741,275,1,ねをはる
2742,275,3,뿌리박기
2743,275,4,扎根
2744,275,5,Racines
2745,275,6,Verwurzler
2746,275,7,Arraigo
2747,275,8,Radicamento
2748,275,9,Ingrain
2749,275,11,ねをはる
2750,275,12,扎根
2751,276,1,ばかぢから
2752,276,3,엄청난힘
2753,276,4,蠻力
2754,276,5,Surpuissance
2755,276,6,Kraftkoloss
2756,276,7,Fuerza Bruta
2757,276,8,Troppoforte
2758,276,9,Superpower
2759,276,11,ばかぢから
2760,276,12,蛮力
2761,277,1,マジックコート
2762,277,3,매직코트
2763,277,4,魔法反射
2764,277,5,Reflet Magik
2765,277,6,Magiemantel
2766,277,7,Capa Mágica
2767,277,8,Magivelo
2768,277,9,Magic Coat
2769,277,11,マジックコート
2770,277,12,魔法反射
2771,278,1,リサイクル
2772,278,3,리사이클
2773,278,4,回收利用
2774,278,5,Recyclage
2775,278,6,Aufbereitung
2776,278,7,Reciclaje
2777,278,8,Riciclo
2778,278,9,Recycle
2779,278,11,リサイクル
2780,278,12,回收利用
2781,279,1,リベンジ
2782,279,3,리벤지
2783,279,4,報復
2784,279,5,Vendetta
2785,279,6,Vergeltung
2786,279,7,Desquite
2787,279,8,Vendetta
2788,279,9,Revenge
2789,279,11,リベンジ
2790,279,12,报复
2791,280,1,かわらわり
2792,280,3,깨트리다
2793,280,4,劈瓦
2794,280,5,Casse-Brique
2795,280,6,Durchbruch
2796,280,7,Demolición
2797,280,8,Breccia
2798,280,9,Brick Break
2799,280,11,かわらわり
2800,280,12,劈瓦
2801,281,1,あくび
2802,281,3,하품
2803,281,4,哈欠
2804,281,5,Bâillement
2805,281,6,Gähner
2806,281,7,Bostezo
2807,281,8,Sbadiglio
2808,281,9,Yawn
2809,281,11,あくび
2810,281,12,哈欠
2811,282,1,はたきおとす
2812,282,3,탁쳐서떨구기
2813,282,4,拍落
2814,282,5,Sabotage
2815,282,6,Abschlag
2816,282,7,Desarme
2817,282,8,Privazione
2818,282,9,Knock Off
2819,282,11,はたきおとす
2820,282,12,拍落
2821,283,1,がむしゃら
2822,283,3,죽기살기
2823,283,4,蠻幹
2824,283,5,Effort
2825,283,6,Notsituation
2826,283,7,Esfuerzo
2827,283,8,Rimonta
2828,283,9,Endeavor
2829,283,11,がむしゃら
2830,283,12,蛮干
2831,284,1,ふんか
2832,284,3,분화
2833,284,4,噴火
2834,284,5,Éruption
2835,284,6,Eruption
2836,284,7,Estallido
2837,284,8,Eruzione
2838,284,9,Eruption
2839,284,11,ふんか
2840,284,12,喷火
2841,285,1,スキルスワップ
2842,285,3,스킬스웹
2843,285,4,特性互換
2844,285,5,Échange
2845,285,6,Fähigkeitstausch
2846,285,7,Intercambio
2847,285,8,Baratto
2848,285,9,Skill Swap
2849,285,11,スキルスワップ
2850,285,12,特性互换
2851,286,1,ふういん
2852,286,3,봉인
2853,286,4,封印
2854,286,5,Possessif
2855,286,6,Begrenzer
2856,286,7,Sellar
2857,286,8,Esclusiva
2858,286,9,Imprison
2859,286,11,ふういん
2860,286,12,封印
2861,287,1,リフレッシュ
2862,287,3,리프레쉬
2863,287,4,煥然一新
2864,287,5,Régénération
2865,287,6,Heilung
2866,287,7,Alivio
2867,287,8,Rinfrescata
2868,287,9,Refresh
2869,287,11,リフレッシュ
2870,287,12,焕然一新
2871,288,1,おんねん
2872,288,3,원념
2873,288,4,怨念
2874,288,5,Rancune
2875,288,6,Nachspiel
2876,288,7,Rabia
2877,288,8,Rancore
2878,288,9,Grudge
2879,288,11,おんねん
2880,288,12,怨念
2881,289,1,よこどり
2882,289,3,가로챔
2883,289,4,搶奪
2884,289,5,Saisie
2885,289,6,Übernahme
2886,289,7,Robo
2887,289,8,Scippo
2888,289,9,Snatch
2889,289,11,よこどり
2890,289,12,抢夺
2891,290,1,ひみつのちから
2892,290,3,비밀의힘
2893,290,4,秘密之力
2894,290,5,Force Cachée
2895,290,6,Geheimpower
2896,290,7,Daño Secreto
2897,290,8,Forzasegreta
2898,290,9,Secret Power
2899,290,11,ひみつのちから
2900,290,12,秘密之力
2901,291,1,ダイビング
2902,291,3,다이빙
2903,291,4,潛水
2904,291,5,Plongée
2905,291,6,Taucher
2906,291,7,Buceo
2907,291,8,Sub
2908,291,9,Dive
2909,291,11,ダイビング
2910,291,12,潜水
2911,292,1,つっぱり
2912,292,3,손바닥치기
2913,292,4,猛推
2914,292,5,Cogne
2915,292,6,Armstoß
2916,292,7,Empujón
2917,292,8,Sberletese
2918,292,9,Arm Thrust
2919,292,11,つっぱり
2920,292,12,猛推
2921,293,1,ほごしょく
2922,293,3,보호색
2923,293,4,保護色
2924,293,5,Camouflage
2925,293,6,Tarnung
2926,293,7,Camuflaje
2927,293,8,Camuffamento
2928,293,9,Camouflage
2929,293,11,ほごしょく
2930,293,12,保护色
2931,294,1,ほたるび
2932,294,3,반딧불
2933,294,4,螢火
2934,294,5,Lumi-Queue
2935,294,6,Schweifglanz
2936,294,7,Ráfaga
2937,294,8,Codadiluce
2938,294,9,Tail Glow
2939,294,11,ほたるび
2940,294,12,萤火
2941,295,1,ラスターパージ
2942,295,3,라스트버지
2943,295,4,潔淨光芒
2944,295,5,Lumi-Éclat
2945,295,6,Scheinwerfer
2946,295,7,Resplandor
2947,295,8,Abbagliante
2948,295,9,Luster Purge
2949,295,11,ラスターパージ
2950,295,12,洁净光芒
2951,296,1,ミストボール
2952,296,3,미스트볼
2953,296,4,薄霧球
2954,296,5,Ball’Brume
2955,296,6,Nebelball
2956,296,7,Bola Neblina
2957,296,8,Foschisfera
2958,296,9,Mist Ball
2959,296,11,ミストボール
2960,296,12,薄雾球
2961,297,1,フェザーダンス
2962,297,3,깃털댄스
2963,297,4,羽毛舞
2964,297,5,Danse Plumes
2965,297,6,Daunenreigen
2966,297,7,Danza Pluma
2967,297,8,Danzadipiume
2968,297,9,Feather Dance
2969,297,11,フェザーダンス
2970,297,12,羽毛舞
2971,298,1,フラフラダンス
2972,298,3,흔들흔들댄스
2973,298,4,搖晃舞
2974,298,5,Danse Folle
2975,298,6,Taumeltanz
2976,298,7,Danza Caos
2977,298,8,Strampadanza
2978,298,9,Teeter Dance
2979,298,11,フラフラダンス
2980,298,12,摇晃舞
2981,299,1,ブレイズキック
2982,299,3,브레이즈킥
2983,299,4,火焰踢
2984,299,5,Pied Brûleur
2985,299,6,Feuerfeger
2986,299,7,Patada Ígnea
2987,299,8,Calciardente
2988,299,9,Blaze Kick
2989,299,11,ブレイズキック
2990,299,12,火焰踢
2991,300,1,どろあそび
2992,300,3,흙놀이
2993,300,4,玩泥巴
2994,300,5,Lance-Boue
2995,300,6,Lehmsuhler
2996,300,7,Chapoteo Lodo
2997,300,8,Fangata
2998,300,9,Mud Sport
2999,300,11,どろあそび
3000,300,12,玩泥巴
3001,301,1,アイスボール
3002,301,3,아이스볼
3003,301,4,冰球
3004,301,5,Ball’Glace
3005,301,6,Frostbeule
3006,301,7,Bola Hielo
3007,301,8,Palla Gelo
3008,301,9,Ice Ball
3009,301,11,アイスボール
3010,301,12,冰球
3011,302,1,ニードルアーム
3012,302,3,바늘팔
3013,302,4,尖刺臂
3014,302,5,Poing Dard
3015,302,6,Nietenranke
3016,302,7,Brazo Pincho
3017,302,8,Pugnospine
3018,302,9,Needle Arm
3019,302,11,ニードルアーム
3020,302,12,尖刺臂
3021,303,1,なまける
3022,303,3,태만함
3023,303,4,偷懶
3024,303,5,Paresse
3025,303,6,Tagedieb
3026,303,7,Relajo
3027,303,8,Pigro
3028,303,9,Slack Off
3029,303,11,なまける
3030,303,12,偷懒
3031,304,1,ハイパーボイス
3032,304,3,하이퍼보이스
3033,304,4,巨聲
3034,304,5,Mégaphone
3035,304,6,Schallwelle
3036,304,7,Vozarrón
3037,304,8,Granvoce
3038,304,9,Hyper Voice
3039,304,11,ハイパーボイス
3040,304,12,巨声
3041,305,1,どくどくのキバ
3042,305,3,독엄니
3043,305,4,劇毒牙
3044,305,5,Crochet Venin
3045,305,6,Giftzahn
3046,305,7,Colmillo Veneno
3047,305,8,Velenodenti
3048,305,9,Poison Fang
3049,305,11,どくどくのキバ
3050,305,12,剧毒牙
3051,306,1,ブレイククロー
3052,306,3,브레이크크루
3053,306,4,撕裂爪
3054,306,5,Éclate Griffe
3055,306,6,Zermalmklaue
3056,306,7,Garra Brutal
3057,306,8,Tritartigli
3058,306,9,Crush Claw
3059,306,11,ブレイククロー
3060,306,12,撕裂爪
3061,307,1,ブラストバーン
3062,307,3,블러스트번
3063,307,4,爆炸烈焰
3064,307,5,Rafale Feu
3065,307,6,Lohekanonade
3066,307,7,Anillo Ígneo
3067,307,8,Incendio
3068,307,9,Blast Burn
3069,307,11,ブラストバーン
3070,307,12,爆炸烈焰
3071,308,1,ハイドロカノン
3072,308,3,하이드로캐논
3073,308,4,加農水炮
3074,308,5,Hydroblast
3075,308,6,Aquahaubitze
3076,308,7,Hidrocañón
3077,308,8,Idrocannone
3078,308,9,Hydro Cannon
3079,308,11,ハイドロカノン
3080,308,12,加农水炮
3081,309,1,コメットパンチ
3082,309,3,코멧펀치
3083,309,4,彗星拳
3084,309,5,Poing Météore
3085,309,6,Sternenhieb
3086,309,7,Puño Meteoro
3087,309,8,Meteorpugno
3088,309,9,Meteor Mash
3089,309,11,コメットパンチ
3090,309,12,彗星拳
3091,310,1,おどろかす
3092,310,3,놀래키기
3093,310,4,驚嚇
3094,310,5,Étonnement
3095,310,6,Erstauner
3096,310,7,Impresionar
3097,310,8,Sgomento
3098,310,9,Astonish
3099,310,11,おどろかす
3100,310,12,惊吓
3101,311,1,ウェザーボール
3102,311,3,웨더볼
3103,311,4,氣象球
3104,311,5,Ball’Météo
3105,311,6,Meteorologe
3106,311,7,Meteorobola
3107,311,8,Palla Clima
3108,311,9,Weather Ball
3109,311,11,ウェザーボール
3110,311,12,气象球
3111,312,1,アロマセラピー
3112,312,3,아로마테라피
3113,312,4,芳香治療
3114,312,5,Aromathérapie
3115,312,6,Aromakur
3116,312,7,Aromaterapia
3117,312,8,Aromaterapia
3118,312,9,Aromatherapy
3119,312,11,アロマセラピー
3120,312,12,芳香治疗
3121,313,1,うそなき
3122,313,3,거짓울음
3123,313,4,假哭
3124,313,5,Croco Larme
3125,313,6,Trugträne
3126,313,7,Llanto Falso
3127,313,8,Falselacrime
3128,313,9,Fake Tears
3129,313,11,うそなき
3130,313,12,假哭
3131,314,1,エアカッター
3132,314,3,에어컷터
3133,314,4,空氣利刃
3134,314,5,Tranch’Air
3135,314,6,Windschnitt
3136,314,7,Aire Afilado
3137,314,8,Aerasoio
3138,314,9,Air Cutter
3139,314,11,エアカッター
3140,314,12,空气利刃
3141,315,1,オーバーヒート
3142,315,3,오버히트
3143,315,4,過熱
3144,315,5,Surchauffe
3145,315,6,Hitzekoller
3146,315,7,Sofoco
3147,315,8,Vampata
3148,315,9,Overheat
3149,315,11,オーバーヒート
3150,315,12,过热
3151,316,1,かぎわける
3152,316,3,냄새구별
3153,316,4,氣味偵測
3154,316,5,Flair
3155,316,6,Schnüffler
3156,316,7,Rastreo
3157,316,8,Segugio
3158,316,9,Odor Sleuth
3159,316,11,かぎわける
3160,316,12,气味侦测
3161,317,1,がんせきふうじ
3162,317,3,암석봉인
3163,317,4,岩石封鎖
3164,317,5,Tomberoche
3165,317,6,Felsgrab
3166,317,7,Tumba Rocas
3167,317,8,Rocciotomba
3168,317,9,Rock Tomb
3169,317,11,がんせきふうじ
3170,317,12,岩石封锁
3171,318,1,ぎんいろのかぜ
3172,318,3,은빛바람
3173,318,4,銀色旋風
3174,318,5,Vent Argenté
3175,318,6,Silberhauch
3176,318,7,Viento Plata
3177,318,8,Ventargenteo
3178,318,9,Silver Wind
3179,318,11,ぎんいろのかぜ
3180,318,12,银色旋风
3181,319,1,きんぞくおん
3182,319,3,금속음
3183,319,4,金屬音
3184,319,5,Strido-Son
3185,319,6,Metallsound
3186,319,7,Eco Metálico
3187,319,8,Ferrostrido
3188,319,9,Metal Sound
3189,319,11,きんぞくおん
3190,319,12,金属音
3191,320,1,くさぶえ
3192,320,3,풀피리
3193,320,4,草笛
3194,320,5,Siffl’Herbe
3195,320,6,Grasflöte
3196,320,7,Silbato
3197,320,8,Meloderba
3198,320,9,Grass Whistle
3199,320,11,くさぶえ
3200,320,12,草笛
3201,321,1,くすぐる
3202,321,3,간지르기
3203,321,4,搔癢
3204,321,5,Chatouille
3205,321,6,Spaßkanone
3206,321,7,Cosquillas
3207,321,8,Solletico
3208,321,9,Tickle
3209,321,11,くすぐる
3210,321,12,挠痒
3211,322,1,コスモパワー
3212,322,3,코스믹파워
3213,322,4,宇宙力量
3214,322,5,Force Cosmique
3215,322,6,Kosmik-Kraft
3216,322,7,Masa Cósmica
3217,322,8,Cosmoforza
3218,322,9,Cosmic Power
3219,322,11,コスモパワー
3220,322,12,宇宙力量
3221,323,1,しおふき
3222,323,3,해수스파우팅
3223,323,4,噴水
3224,323,5,Giclédo
3225,323,6,Fontränen
3226,323,7,Salpicar
3227,323,8,Zampillo
3228,323,9,Water Spout
3229,323,11,しおふき
3230,323,12,喷水
3231,324,1,シグナルビーム
3232,324,3,시그널빔
3233,324,4,信號光束
3234,324,5,Rayon Signal
3235,324,6,Ampelleuchte
3236,324,7,Doble Rayo
3237,324,8,Segnoraggio
3238,324,9,Signal Beam
3239,324,11,シグナルビーム
3240,324,12,信号光束
3241,325,1,シャドーパンチ
3242,325,3,섀도펀치
3243,325,4,暗影拳
3244,325,5,Poing Ombre
3245,325,6,Finsterfaust
3246,325,7,Puño Sombra
3247,325,8,Pugnodombra
3248,325,9,Shadow Punch
3249,325,11,シャドーパンチ
3250,325,12,暗影拳
3251,326,1,じんつうりき
3252,326,3,신통력
3253,326,4,神通力
3254,326,5,Extrasenseur
3255,326,6,Sondersensor
3256,326,7,Paranormal
3257,326,8,Extrasenso
3258,326,9,Extrasensory
3259,326,11,じんつうりき
3260,326,12,神通力
3261,327,1,スカイアッパー
3262,327,3,스카이업퍼
3263,327,4,衝天拳
3264,327,5,Stratopercut
3265,327,6,Himmelhieb
3266,327,7,Gancho Alto
3267,327,8,Stramontante
3268,327,9,Sky Uppercut
3269,327,11,スカイアッパー
3270,327,12,冲天拳
3271,328,1,すなじごく
3272,328,3,모래지옥
3273,328,4,流沙地獄
3274,328,5,Tourbi-Sable
3275,328,6,Sandgrab
3276,328,7,Bucle Arena
3277,328,8,Sabbiotomba
3278,328,9,Sand Tomb
3279,328,11,すなじごく
3280,328,12,流沙地狱
3281,329,1,ぜったいれいど
3282,329,3,절대영도
3283,329,4,絕對零度
3284,329,5,Glaciation
3285,329,6,Eiseskälte
3286,329,7,Frío Polar
3287,329,8,Purogelo
3288,329,9,Sheer Cold
3289,329,11,ぜったいれいど
