Id,AbilityId,VersionGroupId,LocalLanguageId,FlavorText
4200,65,18,6,"Erhöht die Stärke von Pflanzen-Attacken,
wenn die KP auf einen gewissen Wert fallen."
4201,65,18,7,"Potencia los movimientos de tipo Planta del Pokémon
cuando le quedan pocos PS."
4202,65,18,8,"Quando il Pokémon ha pochi PS, la potenza delle
sue mosse di tipo Erba aumenta."
4203,65,18,9,"Powers up Grass-type moves when the Pokémon’s
HP is low."
4204,65,18,11,"ＨＰが　減ったとき
くさタイプの　技の
威力が　上がる。"
4205,65,18,12,"ＨＰ减少的时候，
草属性的招式威力会提高。"
4206,65,19,1,"ＨＰが　へったとき
くさタイプの　わざの
いりょくが　あがる。"
4207,65,19,3,"HP가 줄었을 때
풀타입 기술의
위력이 올라간다."
4208,65,19,4,"HP減少的時候，
草屬性的招式威力會提高。"
4209,65,19,5,"Augmente la puissance des capacités de type Plante
du Pokémon quand il a perdu une certaine quantité
de PV."
4210,65,19,6,"Erhöht die Stärke von Pflanzen-Attacken,
wenn die KP auf einen gewissen Wert fallen."
4211,65,19,7,"Potencia los movimientos de tipo Planta del Pokémon
cuando le quedan pocos PS."
4212,65,19,8,"Quando il Pokémon ha pochi PS, la potenza delle
sue mosse di tipo Erba aumenta."
4213,65,19,9,"Powers up Grass-type moves when the Pokémon’s
HP is low."
4214,65,19,11,"ＨＰが　減ったとき
くさタイプの　技の
威力が　上がる。"
4215,65,19,12,"HP减少的时候，
草属性的招式威力会提高。"
4216,65,20,1,"ＨＰが　へったとき
くさタイプの　わざの
いりょくが　あがる。"
4217,65,20,3,"HP가 줄었을 때
풀타입 기술의
위력이 올라간다."
4218,65,20,4,"ＨＰ減少的時候，
草屬性的招式威力會提高。"
4219,65,20,5,"Augmente la puissance des capacités de type Plante
du Pokémon quand il a perdu une certaine quantité
de PV."
4220,65,20,6,"Erhöht die Stärke von Pflanzen-Attacken, wenn die KP
auf einen gewissen Wert fallen."
4221,65,20,7,"Potencia sus movimientos de tipo Planta cuando le
quedan pocos PS."
4222,65,20,8,"Quando il Pokémon ha pochi PS, la potenza delle
sue mosse di tipo Erba aumenta."
4223,65,20,9,"Powers up Grass-type moves when the Pokémon’s
HP is low."
4224,65,20,11,"ＨＰが　減ったとき
くさタイプの　技の
威力が　上がる。"
4225,65,20,12,"ＨＰ减少的时候，
草属性的招式威力会提高。"
4226,66,5,9,Ups FIRE moves in a pinch.
4227,66,6,9,Ups FIRE moves in a pinch.
4228,66,7,9,Ups FIRE moves in a pinch.
4229,66,8,9,"Powers up Fire-type
moves in a pinch."
4230,66,9,9,"Powers up Fire-type
moves in a pinch."
4231,66,10,9,"Powers up Fire-type
moves in a pinch."
4232,66,11,5,"Booste les capacités
Feu en cas de besoin."
4233,66,11,9,"Powers up Fire-type
moves in a pinch."
4234,66,14,9,"Powers up Fire-type
moves in a pinch."
4235,66,15,1,"ピンチのとき　ほのおの
いりょくが　あがる。"
4236,66,15,3,"위급할 때 불꽃타입의
위력이 올라간다."
4237,66,15,5,"Booste les capacités Feu en
cas de besoin."
4238,66,15,6,"Erhöht in Notfällen die Stärke
von Feuer-Attacken."
4239,66,15,7,"Potencia los ataques de tipo
Fuego en un apuro."
4240,66,15,8,"Quando si è in difficoltà, potenzia
le mosse di tipo Fuoco."
4241,66,15,9,"Powers up Fire-type moves when
the Pokémon is in trouble."
4242,66,15,11,"ピンチのとき　ほのおの
威力が　あがる。"
4243,66,16,1,"ピンチのとき　ほのおの
いりょくが　あがる。"
4244,66,16,3,"위급할 때 불꽃타입의
위력이 올라간다."
4245,66,16,5,"Booste les capacités Feu en
cas de besoin."
4246,66,16,6,"Erhöht in Notfällen die Stärke
von Feuer-Attacken."
4247,66,16,7,"Potencia los ataques de tipo
Fuego en un apuro."
4248,66,16,8,"Quando si è in difficoltà, potenzia  
le mosse di tipo Fuoco."
4249,66,16,9,"Powers up Fire-type moves when
the Pokémon is in trouble."
4250,66,16,11,"ピンチのとき　ほのおの
威力が　あがる。"
4251,66,17,1,"ＨＰが　へったとき
ほのおタイプの　わざの
いりょくが　あがる。"
4252,66,17,3,"HP가 줄었을 때
불꽃타입 기술의
위력이 올라간다."
4253,66,17,4,"ＨＰ減少的時候，
火屬性的招式威力會提高。"
4254,66,17,5,"Augmente la puissance des capacités de type Feu
du Pokémon quand il a perdu une certaine quantité
de PV."
4255,66,17,6,"Erhöht die Stärke von Feuer-Attacken,
wenn die KP auf einen gewissen Wert fallen."
4256,66,17,7,"Potencia los movimientos de tipo Fuego del Pokémon
cuando le quedan pocos PS."
4257,66,17,8,"Quando il Pokémon ha pochi PS, la potenza delle
sue mosse di tipo Fuoco aumenta."
4258,66,17,9,"Powers up Fire-type moves when the Pokémon’s HP
is low."
4259,66,17,11,"ＨＰが　減ったとき
ほのおタイプの　技の
威力が　上がる。"
4260,66,17,12,"ＨＰ减少的时候，
火属性的招式威力会提高。"
4261,66,18,1,"ＨＰが　へったとき
ほのおタイプの　わざの
いりょくが　あがる。"
4262,66,18,3,"HP가 줄었을 때
불꽃타입 기술의
위력이 올라간다."
4263,66,18,4,"ＨＰ減少的時候，
火屬性的招式威力會提高。"
4264,66,18,5,"Augmente la puissance des capacités de type Feu
du Pokémon quand il a perdu une certaine quantité
de PV."
4265,66,18,6,"Erhöht die Stärke von Feuer-Attacken,
wenn die KP auf einen gewissen Wert fallen."
4266,66,18,7,"Potencia los movimientos de tipo Fuego del Pokémon
cuando le quedan pocos PS."
4267,66,18,8,"Quando il Pokémon ha pochi PS, la potenza delle
sue mosse di tipo Fuoco aumenta."
4268,66,18,9,"Powers up Fire-type moves when the Pokémon’s HP
is low."
4269,66,18,11,"ＨＰが　減ったとき
ほのおタイプの　技の
威力が　上がる。"
4270,66,18,12,"ＨＰ减少的时候，
火属性的招式威力会提高。"
4271,66,19,1,"ＨＰが　へったとき
ほのおタイプの　わざの
いりょくが　あがる。"
4272,66,19,3,"HP가 줄었을 때
불꽃타입 기술의
위력이 올라간다."
4273,66,19,4,"HP減少的時候，
火屬性的招式威力會提高。"
4274,66,19,5,"Augmente la puissance des capacités de type Feu
du Pokémon quand il a perdu une certaine quantité
de PV."
4275,66,19,6,"Erhöht die Stärke von Feuer-Attacken,
wenn die KP auf einen gewissen Wert fallen."
4276,66,19,7,"Potencia los movimientos de tipo Fuego del Pokémon
cuando le quedan pocos PS."
4277,66,19,8,"Quando il Pokémon ha pochi PS, la potenza delle
sue mosse di tipo Fuoco aumenta."
4278,66,19,9,"Powers up Fire-type moves when the Pokémon’s HP
is low."
4279,66,19,11,"ＨＰが　減ったとき
ほのおタイプの　技の
威力が　上がる。"
4280,66,19,12,"HP减少的时候，
火属性的招式威力会提高。"
4281,66,20,1,"ＨＰが　へったとき
ほのおタイプの　わざの
いりょくが　あがる。"
4282,66,20,3,"HP가 줄었을 때
불꽃타입 기술의
위력이 올라간다."
4283,66,20,4,"ＨＰ減少的時候，
火屬性的招式威力會提高。"
4284,66,20,5,"Augmente la puissance des capacités de type Feu
du Pokémon quand il a perdu une certaine quantité
de PV."
4285,66,20,6,"Erhöht die Stärke von Feuer-Attacken, wenn die KP auf
einen gewissen Wert fallen."
4286,66,20,7,"Potencia sus movimientos de tipo Fuego cuando le
quedan pocos PS."
4287,66,20,8,"Quando il Pokémon ha pochi PS, la potenza delle
sue mosse di tipo Fuoco aumenta."
4288,66,20,9,"Powers up Fire-type moves when the Pokémon’s HP
is low."
4289,66,20,11,"ＨＰが　減ったとき
ほのおタイプの　技の
威力が　上がる。"
4290,66,20,12,"ＨＰ减少的时候，
火属性的招式威力会提高。"
4291,67,5,9,Ups WATER moves in a pinch.
4292,67,6,9,Ups WATER moves in a pinch.
4293,67,7,9,Ups WATER moves in a pinch.
4294,67,8,9,"Powers up Water-type
moves in a pinch."
4295,67,9,9,"Powers up Water-type
moves in a pinch."
4296,67,10,9,"Powers up Water-type
moves in a pinch."
4297,67,11,5,"Booste les capacités
Eau en cas de besoin."
4298,67,11,9,"Powers up Water-type
moves in a pinch."
4299,67,14,9,"Powers up Water-type
moves in a pinch."
4300,67,15,1,"ピンチのとき　みずの
いりょくが　あがる。"
4301,67,15,3,"위급할 때 물타입의
위력이 올라간다."
4302,67,15,5,"Booste les capacités Eau en
cas de besoin."
4303,67,15,6,"Erhöht in Notfällen die Stärke
von Wasser-Attacken."
4304,67,15,7,"Potencia los ataques de tipo
Agua en un apuro."
4305,67,15,8,"Quando si è in difficoltà, potenzia
le mosse di tipo Acqua."
4306,67,15,9,"Powers up Water-type moves
when the Pokémon is in trouble."
4307,67,15,11,"ピンチのとき　みずの
威力が　あがる。"
4308,67,16,1,"ピンチのとき　 ずの
いりょくが　あがる。"
4309,67,16,3,"위급할 때 물타입의
위력이 올라간다."
4310,67,16,5,"Booste les capacités Eau en
cas de besoin."
4311,67,16,6,"Erhöht in Notfällen die Stärke
von Wasser-Attacken."
4312,67,16,7,"Potencia los ataques de tipo
Agua en un apuro."
4313,67,16,8,"Quando si è in difficoltà, potenzia  
le mosse di tipo Acqua."
4314,67,16,9,"Powers up Water-type moves
when the Pokémon is in trouble."
4315,67,16,11,"ピンチのとき　 ずの
威力が　あがる。"
4316,67,17,1,"ＨＰが　へったとき
みずタイプの　わざの
いりょくが　あがる。"
4317,67,17,3,"HP가 줄었을 때
물타입 기술의
위력이 올라간다."
4318,67,17,4,"ＨＰ減少的時候，
水屬性的招式威力會提高。"
4319,67,17,5,"Augmente la puissance des capacités de type Eau
du Pokémon quand il a perdu une certaine quantité
de PV."
4320,67,17,6,"Erhöht die Stärke von Wasser-Attacken,
wenn die KP auf einen gewissen Wert fallen."
4321,67,17,7,"Potencia los movimientos de tipo Agua del Pokémon
cuando le quedan pocos PS."
4322,67,17,8,"Quando il Pokémon ha pochi PS, la potenza delle
sue mosse di tipo Acqua aumenta."
4323,67,17,9,"Powers up Water-type moves when the Pokémon’s
HP is low."
4324,67,17,11,"ＨＰが　減ったとき
みずタイプの　技の
威力が　上がる。"
4325,67,17,12,"ＨＰ减少的时候，
水属性的招式威力会提高。"
4326,67,18,1,"ＨＰが　へったとき
みずタイプの　わざの
いりょくが　あがる。"
4327,67,18,3,"HP가 줄었을 때
물타입 기술의
위력이 올라간다."
4328,67,18,4,"ＨＰ減少的時候，
水屬性的招式威力會提高。"
4329,67,18,5,"Augmente la puissance des capacités de type Eau
du Pokémon quand il a perdu une certaine quantité
de PV."
4330,67,18,6,"Erhöht die Stärke von Wasser-Attacken,
wenn die KP auf einen gewissen Wert fallen."
4331,67,18,7,"Potencia los movimientos de tipo Agua del Pokémon
cuando le quedan pocos PS."
4332,67,18,8,"Quando il Pokémon ha pochi PS, la potenza delle
sue mosse di tipo Acqua aumenta."
4333,67,18,9,"Powers up Water-type moves when the Pokémon’s
HP is low."
4334,67,18,11,"ＨＰが　減ったとき
みずタイプの　技の
威力が　上がる。"
4335,67,18,12,"ＨＰ减少的时候，
水属性的招式威力会提高。"
4336,67,19,1,"ＨＰが　へったとき
みずタイプの　わざの
いりょくが　あがる。"
4337,67,19,3,"HP가 줄었을 때
물타입 기술의
위력이 올라간다."
4338,67,19,4,"HP減少的時候，
水屬性的招式威力會提高。"
4339,67,19,5,"Augmente la puissance des capacités de type Eau
du Pokémon quand il a perdu une certaine quantité
de PV."
4340,67,19,6,"Erhöht die Stärke von Wasser-Attacken,
wenn die KP auf einen gewissen Wert fallen."
4341,67,19,7,"Potencia los movimientos de tipo Agua del Pokémon
cuando le quedan pocos PS."
4342,67,19,8,"Quando il Pokémon ha pochi PS, la potenza delle
sue mosse di tipo Acqua aumenta."
4343,67,19,9,"Powers up Water-type moves when the Pokémon’s
HP is low."
4344,67,19,11,"ＨＰが　減ったとき
みずタイプの　技の
威力が　上がる。"
4345,67,19,12,"HP减少的时候，
水属性的招式威力会提高。"
4346,67,20,1,"ＨＰが　へったとき
みずタイプの　わざの
いりょくが　あがる。"
4347,67,20,3,"HP가 줄었을 때
물타입 기술의
위력이 올라간다."
4348,67,20,4,"ＨＰ減少的時候，
水屬性的招式威力會提高。"
4349,67,20,5,"Augmente la puissance des capacités de type Eau
du Pokémon quand il a perdu une certaine quantité
de PV."
4350,67,20,6,"Erhöht die Stärke von Wasser-Attacken, wenn die KP auf
einen gewissen Wert fallen."
4351,67,20,7,"Potencia sus movimientos de tipo Agua cuando le
quedan pocos PS."
4352,67,20,8,"Quando il Pokémon ha pochi PS, la potenza delle
sue mosse di tipo Acqua aumenta."
4353,67,20,9,"Powers up Water-type moves when the Pokémon’s
HP is low."
4354,67,20,11,"ＨＰが　減ったとき
みずタイプの　技の
威力が　上がる。"
4355,67,20,12,"ＨＰ减少的时候，
水属性的招式威力会提高。"
4356,68,5,9,Ups BUG moves in a pinch.
4357,68,6,9,Ups BUG moves in a pinch.
4358,68,7,9,Ups BUG moves in a pinch.
4359,68,8,9,"Powers up Bug-type
moves in a pinch."
4360,68,9,9,"Powers up Bug-type
moves in a pinch."
4361,68,10,9,"Powers up Bug-type
moves in a pinch."
4362,68,11,5,"Booste les capacités
Insecte en cas de besoin."
4363,68,11,9,"Powers up Bug-type
moves in a pinch."
4364,68,14,9,"Powers up Bug-type
moves in a pinch."
4365,68,15,1,"ピンチのとき　むしの
いりょくが　あがる。"
4366,68,15,3,"위급할 때 벌레타입의
위력이 올라간다."
4367,68,15,5,"Booste les capacités Insecte en
cas de besoin."
4368,68,15,6,"Erhöht in Notfällen die Stärke
von Käfer-Attacken."
4369,68,15,7,"Potencia los ataques de tipo
Bicho en un apuro."
4370,68,15,8,"Quando si è in difficoltà, potenzia
le mosse di tipo Coleottero."
4371,68,15,9,"Powers up Bug-type moves when
the Pokémon is in trouble."
4372,68,15,11,"ピンチのとき　むしの
威力が　あがる。"
4373,68,16,1,"ピンチのとき　むしの
いりょくが　あがる。"
4374,68,16,3,"위급할 때 벌레타입의
위력이 올라간다."
4375,68,16,5,"Booste les capacités Insecte en
cas de besoin."
4376,68,16,6,"Erhöht in Notfällen die Stärke
von Käfer-Attacken."
4377,68,16,7,"Potencia los ataques de tipo
Bicho en un apuro."
4378,68,16,8,"Quando si è in difficoltà, potenzia  
le mosse di tipo Coleottero."
4379,68,16,9,"Powers up Bug-type moves when
the Pokémon is in trouble."
4380,68,16,11,"ピンチのとき　むしの
威力が　あがる。"
4381,68,17,1,"ＨＰが　へったとき
むしタイプの　わざの
いりょくが　あがる。"
4382,68,17,3,"HP가 줄었을 때
벌레타입 기술의
위력이 올라간다."
4383,68,17,4,"ＨＰ減少的時候，
蟲屬性的招式威力會提高。"
4384,68,17,5,"Augmente la puissance des capacités de type
Insecte du Pokémon quand il a perdu une certaine
quantité de PV."
4385,68,17,6,"Erhöht die Stärke von Käfer-Attacken,
wenn die KP auf einen gewissen Wert fallen."
4386,68,17,7,"Potencia los movimientos de tipo Bicho del Pokémon
cuando le quedan pocos PS."
4387,68,17,8,"Quando il Pokémon ha pochi PS, la potenza delle
sue mosse di tipo Coleottero aumenta."
4388,68,17,9,"Powers up Bug-type moves when the Pokémon’s HP
is low."
4389,68,17,11,"ＨＰが　減ったとき
むしタイプの　技の
威力が　上がる。"
4390,68,17,12,"ＨＰ减少的时候，
虫属性的招式威力会提高。"
4391,68,18,1,"ＨＰが　へったとき
むしタイプの　わざの
いりょくが　あがる。"
4392,68,18,3,"HP가 줄었을 때
벌레타입 기술의
위력이 올라간다."
4393,68,18,4,"ＨＰ減少的時候，
蟲屬性的招式威力會提高。"
4394,68,18,5,"Augmente la puissance des capacités de type
Insecte du Pokémon quand il a perdu une certaine
quantité de PV."
4395,68,18,6,"Erhöht die Stärke von Käfer-Attacken,
wenn die KP auf einen gewissen Wert fallen."
4396,68,18,7,"Potencia los movimientos de tipo Bicho del Pokémon
cuando le quedan pocos PS."
4397,68,18,8,"Quando il Pokémon ha pochi PS, la potenza delle
sue mosse di tipo Coleottero aumenta."
4398,68,18,9,"Powers up Bug-type moves when the Pokémon’s HP
is low."
4399,68,18,11,"ＨＰが　減ったとき
むしタイプの　技の
威力が　上がる。"
4400,68,18,12,"ＨＰ减少的时候，
虫属性的招式威力会提高。"
4401,68,19,1,"ＨＰが　へったとき
むしタイプの　わざの
いりょくが　あがる。"
4402,68,19,3,"HP가 줄었을 때
벌레타입 기술의
위력이 올라간다."
4403,68,19,4,"HP減少的時候，
蟲屬性的招式威力會提高。"
4404,68,19,5,"Augmente la puissance des capacités de type
Insecte du Pokémon quand il a perdu une certaine
quantité de PV."
4405,68,19,6,"Erhöht die Stärke von Käfer-Attacken,
wenn die KP auf einen gewissen Wert fallen."
4406,68,19,7,"Potencia los movimientos de tipo Bicho del Pokémon
cuando le quedan pocos PS."
4407,68,19,8,"Quando il Pokémon ha pochi PS, la potenza delle
sue mosse di tipo Coleottero aumenta."
4408,68,19,9,"Powers up Bug-type moves when the Pokémon’s HP
is low."
4409,68,19,11,"ＨＰが　減ったとき
むしタイプの　技の
威力が　上がる。"
4410,68,19,12,"HP减少的时候，
虫属性的招式威力会提高。"
4411,68,20,1,"ＨＰが　へったとき
むしタイプの　わざの
いりょくが　あがる。"
4412,68,20,3,"HP가 줄었을 때
벌레타입 기술의
위력이 올라간다."
4413,68,20,4,"ＨＰ減少的時候，
蟲屬性的招式威力會提高。"
4414,68,20,5,"Augmente la puissance des capacités de type Insecte
du Pokémon quand il a perdu une certaine quantité
de PV."
4415,68,20,6,"Erhöht die Stärke von Käfer-Attacken, wenn die KP auf
einen gewissen Wert fallen."
4416,68,20,7,"Potencia sus movimientos de tipo Bicho cuando le
quedan pocos PS."
4417,68,20,8,"Quando il Pokémon ha pochi PS, la potenza delle
sue mosse di tipo Coleottero aumenta."
4418,68,20,9,"Powers up Bug-type moves when the Pokémon’s HP
is low."
4419,68,20,11,"ＨＰが　減ったとき
むしタイプの　技の
威力が　上がる。"
4420,68,20,12,"ＨＰ减少的时候，
虫属性的招式威力会提高。"
4421,69,5,9,Prevents recoil damage.
4422,69,6,9,Prevents recoil damage.
4423,69,7,9,Prevents recoil damage.
4424,69,8,9,"Protects the Pokémon
from recoil damage."
4425,69,9,9,"Protects the Pokémon
from recoil damage."
4426,69,10,9,"Protects the Pokémon
from recoil damage."
4427,69,11,5,"Protège le Pokémon des
dégâts de contrecoups."
4428,69,11,9,"Protects the Pokémon
from recoil damage."
4429,69,14,9,"Protects the Pokémon
from recoil damage."
4430,69,15,1,"ぶつかっても
はんどうを　うけない。"
4431,69,15,3,"부딪쳐도
반동을 받지 않는다."
4432,69,15,5,"Protège le Pokémon des dégâts
de contrecoups."
4433,69,15,6,"Verhindert Schaden, der durch
Rückstoß entsteht."
4434,69,15,7,"Impide que el Pokémon se dañe
con sus movimientos."
4435,69,15,8,"Protegge il Pokémon dai
contraccolpi."
4436,69,15,9,"Protects the Pokémon
from recoil damage."
4437,69,15,11,"ぶつかっても
反動を　受けない。"
4438,69,16,1,"ぶつかっても
はんどうを　うけない。"
4439,69,16,3,"부딪쳐도
반동을 받지 않는다."
4440,69,16,5,"Protège le Pokémon des dégâts
de contrecoups."
4441,69,16,6,"Verhindert Schaden, der durch
Rückstoß entstehen würde."
4442,69,16,7,"Impide que el Pokémon se dañe
con sus movimientos."
4443,69,16,8,"Protegge il Pokémon dai
contraccolpi."
4444,69,16,9,"Protects the Pokémon
from recoil damage."
4445,69,16,11,"ぶつかっても
反動を　受けない。"
4446,69,17,1,"はんどうを　うける　わざを　だしても
ＨＰが　へらない。"
4447,69,17,3,"반동을 받는 기술을 사용해도
HP가 줄지 않는다."
4448,69,17,4,"即使使出會受反作用力傷害的招式，
ＨＰ也不會減少。"
4449,69,17,5,"Le Pokémon peut utiliser des capacités occasionnant
un contrecoup sans perdre de PV."
4450,69,17,6,"Verhindert Schaden, der durch Rückstoß entstehen
würde."
4451,69,17,7,"Impide que el Pokémon se dañe con sus propios
movimientos."
4452,69,17,8,Protegge il Pokémon dai contraccolpi.
4453,69,17,9,Protects the Pokémon from recoil damage.
4454,69,17,11,"反動を　受ける　技を　出しても
ＨＰが　減らない。"
4455,69,17,12,"即使使出会受反作用力伤害的招式，
ＨＰ也不会减少。"
4456,69,18,1,"はんどうを　うける　わざを　だしても
ＨＰが　へらない。"
4457,69,18,3,"반동을 받는 기술을 사용해도
HP가 줄지 않는다."
4458,69,18,4,"即使使出會受反作用力傷害的招式，
ＨＰ也不會減少。"
4459,69,18,5,"Le Pokémon peut utiliser des capacités occasionnant
un contrecoup sans perdre de PV."
4460,69,18,6,"Verhindert Schaden, der durch Rückstoß entstehen
würde."
4461,69,18,7,"Impide que el Pokémon se dañe con sus propios
movimientos."
4462,69,18,8,Protegge il Pokémon dai contraccolpi.
4463,69,18,9,Protects the Pokémon from recoil damage.
4464,69,18,11,"反動を　受ける　技を　出しても
ＨＰが　減らない。"
4465,69,18,12,"即使使出会受反作用力伤害的招式，
ＨＰ也不会减少。"
4466,69,19,1,"はんどうを　うける　わざを　だしても
ＨＰが　へらない。"
4467,69,19,3,"반동을 받는 기술을 사용해도
HP가 줄지 않는다."
4468,69,19,4,"即使使出會受反作用力傷害的招式，
HP也不會減少。"
4469,69,19,5,"Le Pokémon peut utiliser des capacités occasionnant
un contrecoup sans perdre de PV."
4470,69,19,6,"Verhindert Schaden, der durch Rückstoß entstehen
würde."
4471,69,19,7,"Impide que el Pokémon se dañe con sus propios
movimientos."
4472,69,19,8,Protegge il Pokémon dai contraccolpi.
4473,69,19,9,Protects the Pokémon from recoil damage.
4474,69,19,11,"反動を　受ける　技を　出しても
ＨＰが　減らない。"
4475,69,19,12,"即使使出会受反作用力伤害的招式，
HP也不会减少。"
4476,69,20,1,"はんどうを　うける　わざを　だしても
ＨＰが　へらない。"
4477,69,20,3,"반동을 받는 기술을 사용해도
HP가 줄지 않는다."
4478,69,20,4,"即使使出會受反作用力傷害的招式，
ＨＰ也不會減少。"
4479,69,20,5,"Le Pokémon peut utiliser des capacités occasionnant
un contrecoup sans perdre de PV."
4480,69,20,6,"Verhindert Schaden, der durch Rückstoß entstehen
würde."
4481,69,20,7,No puede dañarse con sus propios movimientos.
4482,69,20,8,Protegge il Pokémon dai contraccolpi.
4483,69,20,9,Protects the Pokémon from recoil damage.
4484,69,20,11,"反動を　受ける　技を　出しても
ＨＰが　減らない。"
4485,69,20,12,"即使使出会受反作用力伤害的招式，
ＨＰ也不会减少。"
4486,70,5,9,Summons sunlight in battle.
4487,70,6,9,Summons sunlight in battle.
4488,70,7,9,Summons sunlight in battle.
4489,70,8,9,"The Pokémon makes it
sunny if it is in battle."
4490,70,9,9,"The Pokémon makes it
sunny if it is in battle."
4491,70,10,9,"The Pokémon makes it
sunny if it is in battle."
4492,70,11,5,"Intensifie les rayons du
soleil pendant le combat."
4493,70,11,9,"Turns the sunlight harsh
if it is in battle."
4494,70,14,9,"Turns the sunlight harsh
if it is in battle."
4495,70,15,1,"せんとうに　でると
ひざしが　つよくなる。"
4496,70,15,3,"배틀에 나가면
햇살이 강해진다."
4497,70,15,5,"Le soleil se met à briller quand
ce Pokémon rejoint le combat."
4498,70,15,6,"Erzeugt im Kampf gleißendes
Sonnenlicht."
4499,70,15,7,"El sol sale si el Pokémon entra en
combate."
4500,70,15,8,"Il sole brilla intensamente quando
il Pokémon entra in campo."
4501,70,15,9,"Turns the sunlight harsh when
the Pokémon enters a battle."
4502,70,15,11,"戦闘に　でると
日差しが　強くなる。"
4503,70,16,1,"せんとうに　でると
ひざしが　つよくなる。"
4504,70,16,3,"배틀에 나가면
햇살이 강해진다."
4505,70,16,5,"Le soleil se met à briller quand
ce Pokémon rejoint le combat."
4506,70,16,6,"Erzeugt im Kampf gleißendes
Sonnenlicht."
4507,70,16,7,"El sol sale si el Pokémon entra en
combate."
4508,70,16,8,"Il sole brilla intensamente quando 
il Pokémon entra in campo."
4509,70,16,9,"Turns the sunlight harsh when
the Pokémon enters a battle."
4510,70,16,11,"戦闘に　でると
日差しが　強くなる。"
4511,70,17,1,"とうじょう　したときに
てんきを　はれに　する。"
4512,70,17,3,"등장했을 때
날씨를 맑음으로 만든다."
4513,70,17,4,"出場時，
會將天氣變為晴朗。"
4514,70,17,5,"Le soleil se met à briller quand le Pokémon
entre au combat."
4515,70,17,6,Erzeugt bei Kampfantritt gleißendes Sonnenlicht.
4516,70,17,7,"Cuando el Pokémon entra en combate, el tiempo pasa
a ser soleado."
4517,70,17,8,"Quando il Pokémon entra in campo, la luce solare
diventa intensa."
4518,70,17,9,"Turns the sunlight harsh when the Pokémon enters
a battle."
4519,70,17,11,"登場　したときに
天気を　晴れに　する。"
4520,70,17,12,"出场时，
会将天气变为晴朗。"
4521,70,18,1,"とうじょう　したときに
てんきを　はれに　する。"
4522,70,18,3,"등장했을 때
날씨를 맑음으로 만든다."
4523,70,18,4,"出場時，
會將天氣變為晴朗。"
4524,70,18,5,"Le soleil se met à briller quand le Pokémon
entre au combat."
4525,70,18,6,Erzeugt bei Kampfantritt gleißendes Sonnenlicht.
4526,70,18,7,"Cuando el Pokémon entra en combate, el tiempo pasa
a ser soleado."
4527,70,18,8,"Quando il Pokémon entra in campo, la luce solare
diventa intensa."
4528,70,18,9,"Turns the sunlight harsh when the Pokémon enters
a battle."
4529,70,18,11,"登場　したときに
天気を　晴れに　する。"
4530,70,18,12,"出场时，
会将天气变为晴朗。"
4531,70,19,1,"とうじょう　したときに
てんきを　はれに　する。"
4532,70,19,3,"등장했을 때
날씨를 맑음으로 만든다."
4533,70,19,4,"出場時，
會將天氣變為晴朗。"
4534,70,19,5,"Le soleil se met à briller quand le Pokémon
entre au combat."
4535,70,19,6,Erzeugt bei Kampfantritt gleißendes Sonnenlicht.
4536,70,19,7,"Cuando el Pokémon entra en combate, el tiempo pasa
a ser soleado."
4537,70,19,8,"Quando il Pokémon entra in campo, la luce solare
diventa intensa."
4538,70,19,9,"Turns the sunlight harsh when the Pokémon enters
a battle."
4539,70,19,11,"登場　したときに
天気を　晴れに　する。"
4540,70,19,12,"出场时，
会将天气变为晴朗。"
4541,70,20,1,"とうじょう　したときに
てんきを　はれに　する。"
4542,70,20,3,"등장했을 때
날씨를 맑음으로 만든다."
4543,70,20,4,"出場時，
會將天氣變為晴朗。"
4544,70,20,5,"Le soleil se met à briller quand le Pokémon
entre au combat."
4545,70,20,6,Erzeugt bei Kampfantritt gleißendes Sonnenlicht.
4546,70,20,7,"Cuando entra en combate, el tiempo pasa a ser
soleado."
4547,70,20,8,"Quando il Pokémon entra in campo, la luce solare
diventa intensa."
4548,70,20,9,"Turns the sunlight harsh when the Pokémon enters
a battle."
4549,70,20,11,"登場　したときに
天気を　晴れに　する。"
4550,70,20,12,"出场时，
会将天气变为晴朗。"
4551,71,5,9,Prevents fleeing.
4552,71,6,9,Prevents fleeing.
4553,71,7,9,Prevents fleeing.
4554,71,8,9,"Prevents the foe from
fleeing."
4555,71,9,9,"Prevents the foe from
fleeing."
4556,71,10,9,"Prevents the foe from
fleeing."
4557,71,11,5,"Empêche l’ennemi de
s’enfuir."
4558,71,11,9,"Prevents the foe from
fleeing."
4559,71,14,9,"Prevents the foe from
fleeing."
4560,71,15,1,"せんとうで　あいてを
にげられなくする。"
4561,71,15,3,"배틀에서 상대를
도망칠 수 없게 한다."
4562,71,15,5,Empêche l’ennemi de s’enfuir.
4563,71,15,6,"Hindert den Gegner im Kampf
an der Flucht."
4564,71,15,7,Evita que el rival huya.
4565,71,15,8,Impedisce la fuga al nemico.
4566,71,15,9,"Prevents opposing Pokémon
from fleeing."
4567,71,15,11,"戦闘で　相手を
逃げられなくする。"
4568,71,16,1,"せんとうで　あいてを
にげられなくする。"
4569,71,16,3,"배틀에서 상대를
도망칠 수 없게 한다."
4570,71,16,5,Empêche l’ennemi de s’enfuir.
4571,71,16,6,"Hindert den Gegner im Kampf
an der Flucht."
4572,71,16,7,Evita que el rival huya.
